Abergwynfi,Wales,Neath Port Talbot,5
Abergwyngregyn,Wales,Conwy,5
Abergynolwyn,Wales,Gwynedd,5
Aberhafesp,Wales,Powys,5
Aberhosan,Wales,Powys,5
Aberkenfig,Wales,Bridgend,5
Aberlady,Scotland,East Lothian,5
Aberlash,Wales,Carmarthenshire,5
Aberlemno,Scotland,Angus,5
Aberllefenni,Wales,Powys,5
Aberlour,Scotland,Moray,4
Abermagwr,Wales,Ceredigion,5
Abermeurig,Wales,Ceredigion,5
Abermule,Wales,Powys,5
Abernant,Wales,Carmarthenshire,5
Abernethy,Scotland,Perth & Kinross,5
Abernyte,Scotland,Perth & Kinross,5
Aberoer,Wales,Wrexham,4
Aberporth,Wales,Ceredigion,5
Abersoch,Wales,Gwynedd,5
Abersychan,Wales,Torfaen,5
Aberthaw,Wales,The Vale of Glamorgan,5
Aberthin,Wales,The Vale of Glamorgan,5
Abertillery,Wales,Blaenau Gwent,4
Abertridwr,Wales,Caerphilly,5
Abertysswg,Wales,Blaenau Gwent,6
Aberuthven,Scotland,Perth & Kinross,5
Aberyscir,Wales,Powys,5
Aberystwyth,Wales,Ceredigion,4
Abingdon,South East England,Oxfordshire,4
Abinger Common,South East England,Surrey,5
Abinger Hammer,South East England,Surrey,5
Abington,Eastern England,Cambridgeshire,5
Abington Pigotts,Eastern England,Hertfordshire,5
Abocurragh,Northern Ireland,Fermanagh,5
Abohill,Northern Ireland,Fermanagh,5
Aboyne,Scotland,Aberdeenshire,4
Abram,North West England,Greater Manchester,5
Abriachan,Scotland,Highland,5
Abridge,Eastern England,Essex,5
Abson,South West England,Bristol,5
Abthorpe,East Midlands,Northamptonshire,5
Abwell,South West England,Gloucestershire,5
Aby,East Midlands,Lincolnshire,5
Acarsaid Mhor,Scotland,Western Isles,6
Acaster Malbis,North East England,North Yorkshire,5
Acaster Selby,North East England,North Yorkshire,5
Accrington,North West England,Lancashire,4
Achachork,Scotland,Highland,5
Achahoish,Scotland,Argyll & Bute,5
Achanalt,Scotland,Highland,5
Achaphubil,Scotland,Highland,5
Acharacle,Scotland,Highland,4
Acharn,Scotland,Perth & Kinross,5
Achateny,Scotland,Highland,5
Achavandra Muir,Scotland,Highland,5
Achfary,Scotland,Highland,5
Achiltibuie,Scotland,Highland,5
Achilty,Scotland,Highland,5
Achlunachan,Scotland,Highland,6
Achmore,Scotland,Highland,5
Achnacarry,Scotland,Highland,5
Achnacloich,Scotland,Western Isles,5
Achnagarron,Scotland,Highland,5
Achnahaird,Scotland,Highland,6
Achnahanaid,Scotland,Highland,5
Achnamara,Scotland,Argyll & Bute,5
Achnasheen,Scotland,Highland,4
Achriesgill,Scotland,Highland,6
Achrimsdale,Scotland,Highland,5
Achurch,Eastern England,Peterborough,4
Ackenthwaite,North West England,Cumbria,5
Ackergill,Scotland,Highland,5
Ackers Crossing,North West England,Cheshire,6
Acklam,North East England,North Yorkshire,5
Ackleton,West Midlands,Wolverhampton,4
Acklington,North East England,Northumberland,5
Ackton,Yorkshire And The Humber,West Yorkshire,5
Ackworth,Yorkshire And The Humber,West Yorkshire,5
Acle,Eastern England,Norfolk,5
Acocks Green,West Midlands,Birmingham,4
Acol,South East England,Kent,5
Acomb,North East England,North Yorkshire,5
Aconbury,West Midlands,Herefordshire,5
Acrefair,Wales,Wrexham,4
Acres,Northern Ireland,Fermanagh,6
Acresford,East Midlands,Derbyshire,5
Acrise,South East England,Kent,5
Acthorpe,East Midlands,Lincolnshire,5
Acton,London,West London,4
Acton Beauchamp,West Midlands,Worcestershire,5
Acton Bridge,North West England,Cheshire,5
Acton Burnell,West Midlands,Shropshire,5
Acton Gate,West Midlands,Staffordshire,5
Acton Green,London,West London,4
Acton Hill,West Midlands,Staffordshire,5
Acton Pigott,West Midlands,Shropshire,6
Acton Reynald,West Midlands,Shropshire,5
Acton Round,West Midlands,Shropshire,5
Acton Scott,West Midlands,Shropshire,5
Acton Trussell,West Midlands,Staffordshire,5
Acton Turville,South West England,South Gloucestershire,5
Adabrock,Scotland,Western Isles,5
Adbaston,West Midlands,Staffordshire,5
Adber,South West England,Dorset,5
Adbury,South East England,West Berkshire,5
Adcote,West Midlands,Shropshire,6
Adderbury,South East England,Oxfordshire,5
Adderley,West Midlands,Shropshire,5
Addiewell,Scotland,West Lothian,5
Addingham,Yorkshire And The Humber,West Yorkshire,5
Addington,South East England,Buckinghamshire,5
Addlehole,South West England,Devon,5
Addlestone,South East England,Surrey,4
Addlethorpe,East Midlands,Lincolnshire,5
Adel,Yorkshire And The Humber,West Yorkshire,5
Adeney,West Midlands,Staffordshire,5
Adfa,Wales,Powys,5
Adforton,West Midlands,Shropshire,6
Adgestone,South East England,Isle Of Wight,5
Adisham,South East England,Kent,5
Adlestrop,South West England,Gloucestershire,5
Adleymoor,West Midlands,Shropshire,5
Adlingfleet,Yorkshire And The Humber,East Riding Of Yorkshire,5
Adlington,North West England,Cheshire,5
Admaston,West Midlands,Staffordshire,5
Admington,West Midlands,Warwickshire,5
Adpar,Wales,Carmarthenshire,5
Adsborough,South West England,Somerset,5
Adsborough Hill,South West England,Somerset,5
Adsdean,South East England,West Sussex,5
Adsett,South West England,Gloucestershire,5
Adstock,South East England,Buckinghamshire,5
Adstone,East Midlands,Northamptonshire,5
Advent,South West England,Cornwall,5
Adversane,South East England,West Sussex,5
Advie,Scotland,Highland,5
Adwell,South East England,Oxfordshire,5
Adwick-Le-Street,Yorkshire And The Humber,South Yorkshire,5
Adwick-Upon-Dearne,Yorkshire And The Humber,South Yorkshire,5
Ae,Scotland,Dumfries & Galloway,5
Affcot,West Midlands,Shropshire,5
Affetside,North West England,Greater Manchester,5
Affpuddle,South West England,Dorset,5
Afonwen,Wales,Flintshire,5
Agbrigg,Yorkshire And The Humber,West Yorkshire,5
Agden,North West England,Greater Manchester,5
Aggborough,West Midlands,Worcestershire,5
Agglethorpe,North East England,North Yorkshire,5
Aghaboy,Northern Ireland,Fermanagh,6
Aghaderryloman,Northern Ireland,Fermanagh,6
Aghadowey,Northern Ireland,Coleraine,4
Aghadreenan Glebe,Northern Ireland,Fermanagh,6
Aghadrumsee,Northern Ireland,Fermanagh,6
Aghafatten,Northern Ireland,Ballymena,4
Aghagaffert,Northern Ireland,Fermanagh,6
Aghagallon,Northern Ireland,Craigavon,4
Aghagay,Northern Ireland,Fermanagh,6
Aghagrefin,Northern Ireland,Fermanagh,6
Aghahannagh,Northern Ireland,Fermanagh,6
Aghaherrish,Northern Ireland,Fermanagh,5
Aghahoorin,Northern Ireland,Fermanagh,5
Aghakeeran,Northern Ireland,Fermanagh,6
Aghakillymaud,Northern Ireland,Fermanagh,6
Aghalaan,Northern Ireland,Fermanagh,6
Aghalane,Northern Ireland,Fermanagh,6
Aghaleague,Northern Ireland,Fermanagh,6
Aghalee,Northern Ireland,Craigavon,4
Aghalun,Northern Ireland,Fermanagh,6
Aghalurcher Glebe,Northern Ireland,Fermanagh,6
Aghama,Northern Ireland,Fermanagh,6
Aghameelan,Northern Ireland,Fermanagh,6
Aghamore,Northern Ireland,Fermanagh,5
Aghamore North,Northern Ireland,Fermanagh,6
Aghamore South,Northern Ireland,Fermanagh,6
Aghamuldowney,Northern Ireland,Fermanagh,6
Aghanaglack,Northern Ireland,Fermanagh,5
Aghanaglogh,Northern Ireland,Fermanagh,6
Aghannagh,Northern Ireland,Fermanagh,5
Agharahan,Northern Ireland,Fermanagh,6
Agharainey,Northern Ireland,Fermanagh,5
Agharainy,Northern Ireland,Fermanagh,6
Agharoosky,Northern Ireland,Fermanagh,6
Agharoosky East,Northern Ireland,Fermanagh,6
Agharoosky West,Northern Ireland,Fermanagh,6
Aghatirourke,Northern Ireland,Fermanagh,5
Aghavass,Northern Ireland,Fermanagh,6
Aghavea,Northern Ireland,Fermanagh,6
Aghavea Glebe,Northern Ireland,Fermanagh,6
Aghavore,Northern Ireland,Fermanagh,6
Aghaweenagh,Northern Ireland,Fermanagh,6
Aghindaiagh,Northern Ireland,Fermanagh,6
Aghindisert,Northern Ireland,Fermanagh,6
Aghintra,Northern Ireland,Fermanagh,6
Aghinure,Northern Ireland,Fermanagh,6
Aghinver,Northern Ireland,Fermanagh,6
Aghnablaney,Northern Ireland,Fermanagh,6
Aghnacarra,Northern Ireland,Fermanagh,6
Aghnachuill,Northern Ireland,Fermanagh,6
Aghnacloy,Northern Ireland,Fermanagh,6
Aghnacloy North,Northern Ireland,Fermanagh,6
Aghnacloy South,Northern Ireland,Fermanagh,6
Aghnagrane,Northern Ireland,Fermanagh,6
Aghnahinch,Northern Ireland,Fermanagh,6
Aghnahoo,Northern Ireland,Fermanagh,5
Aghnaloo,Northern Ireland,Fermanagh,6
Aghnashammer,Northern Ireland,Fermanagh,6
Aghnaskew,Northern Ireland,Fermanagh,6
Agho,Northern Ireland,Fermanagh,6
Aghyaran,Northern Ireland,Strabane,5
Aghyoule,Northern Ireland,Fermanagh,6
Aglionby,North West England,Cumbria,5
Agneash,Isle Of Man,Agneash,3
Ahmor,Scotland,Western Isles,5
Ahoghill,Northern Ireland,Ballymena,4
Aigas,Scotland,Highland,5
Aigburth,North West England,Merseyside,5
Aignish,Scotland,Western Isles,5
Aike,Yorkshire And The Humber,East Riding Of Yorkshire,5
Aiketgate,North West England,Cumbria,6
Aikshaw,North West England,Cumbria,6
Aikton,North West England,Cumbria,5
Ailby,East Midlands,Lincolnshire,5
Ailsa Hospital,Scotland,South Ayrshire,5
Ailsworth,Eastern England,Peterborough,4
Ainderby Miers,North East England,North Yorkshire,5
Ainderby Quernhow,North East England,North Yorkshire,5
Ainderby Steeple,North East England,North Yorkshire,5
Ainley Top,Yorkshire And The Humber,West Yorkshire,5
Ainsdale,North West England,Merseyside,5
Ainstable,North West England,Cumbria,5
Ainsworth,North West England,Greater Manchester,5
Ainthorpe,North East England,North Yorkshire,5
Aintree,North West England,Merseyside,5
Aird,Scotland,Highland,6
Airdrie,Scotland,North Lanarkshire,4
Airds Bay,Scotland,Argyll & Bute,5
Airidhantuim,Scotland,Western Isles,5
Airlie,Scotland,Angus,5
Airmyn,Yorkshire And The Humber,East Riding Of Yorkshire,5
Airth,Scotland,Falkirk,5
Airton,North East England,North Yorkshire,5
Aisby,East Midlands,Lincolnshire,5
Aisgill,North West England,Cumbria,5
Aish,South West England,Devon,5
Aisholt,South West England,Somerset,5
Aiskew,North East England,North Yorkshire,5
Aislaby,North East England,North Yorkshire,5
Aisthorpe,East Midlands,Lincolnshire,5
Aith,Scotland,Shetland,6
Akeld,North East England,Northumberland,5
Akeley,South East England,Buckinghamshire,5
Akeley Wood,South East England,Buckinghamshire,6
Akenham,Eastern England,Suffolk,5
Albaston,South West England,Cornwall,5
Alberbury,West Midlands,Shropshire,5
Albert Village,East Midlands,Derbyshire,5
Albourne,South East England,West Sussex,5
Albrightlee,West Midlands,Shropshire,5
Albrighton,West Midlands,Shropshire,5
Alburgh,Eastern England,Norfolk,5
Albury,Eastern England,Hertfordshire,5
Alby,Eastern England,Norfolk,5
Alcaig,Scotland,Highland,6
Alcaston,West Midlands,Shropshire,5
Alcester,West Midlands,Warwickshire,4
Alciston,South East England,East Sussex,5
Alcombe,South West England,Somerset,5
Alconbury,Eastern England,Cambridgeshire,5
Alconbury Weston,Eastern England,Cambridgeshire,5
Aldbar,Scotland,Angus,5
Aldborough,Eastern England,Norfolk,5
Aldbourne,South West England,Wiltshire,5
Aldbrough,Yorkshire And The Humber,East Riding Of Yorkshire,5
Aldbrough St. John,North East England,North Yorkshire,5
Aldburgh,North East England,North Yorkshire,5
Aldbury,Eastern England,Hertfordshire,5
Aldcliffe,North West England,Lancashire,5
Aldeburgh,Eastern England,Suffolk,4
Aldeby,Eastern England,Suffolk,5
Aldenham,Eastern England,Hertfordshire,5
Alderbury,South West England,Wiltshire,5
Alderford,Eastern England,Norfolk,5
Aldergrove,Northern Ireland,County Antrim,5
Alderholt,South East England,Hampshire,5
Alderley,South West England,Gloucestershire,5
Alderley Edge,North West England,Cheshire,4
Aldermans Green,West Midlands,Coventry,4
Aldermaston,South East England,Berkshire,5
Alderminster,West Midlands,Warwickshire,5
Aldern Bridge,South East England,West Berkshire,5
Alderney,Channel Isles,Guernsey,4
Aldersbrook,London,East London,4
Aldershot,South East England,Hampshire,4
Alderton,South West England,Gloucestershire,5
Alderwasley,East Midlands,Derbyshire,5
Aldfield,North East England,North Yorkshire,5
Aldford,North West England,Cheshire,5
Aldgate,London,Central London,4
Aldham,Eastern England,Essex,5
Aldham Tye,Eastern England,Suffolk,5
Aldingbourne,South East England,West Sussex,5
Aldingham,North West England,Cumbria,5
Aldington,South East England,Kent,5
Aldon,West Midlands,Shropshire,6
Aldoth,North West England,Cumbria,6
Aldourie,Scotland,Highland,5
Aldreth,Eastern England,Cambridgeshire,5
Aldridge,West Midlands,Walsall,4
Aldringham,Eastern England,Suffolk,5
Aldsworth,South West England,Gloucestershire,5
Aldwarke,Yorkshire And The Humber,South Yorkshire,5
Aldwick,South West England,Bristol,5
Aldwincle,East Midlands,Northamptonshire,5
Aldworth,South East England,Berkshire,5
Aldwych,London,Central London,4
Alexandra Palace,London,North London,4
Alexandria,Scotland,West Dunbartonshire,4
Aley Green,Eastern England,Bedfordshire,5
Alfington,South West England,Devon,5
Alfold,South East England,Surrey,5
Alford,Scotland,Aberdeenshire,4
Alfreton,East Midlands,Derbyshire,4
Alfrick,West Midlands,Worcestershire,5
Alfrick Pound,West Midlands,Worcestershire,6
Alfriston,South East England,East Sussex,5
Algarkirk,East Midlands,Lincolnshire,5
Alhampton,South West England,Somerset,5
Alkborough,Yorkshire And The Humber,North Lincolnshire,5
Alkerton,South East England,Oxfordshire,5
Alkham,South East England,Kent,5
Alkington,South West England,Gloucestershire,5
Alkmonton,East Midlands,Derbyshire,5
All Cannings,South West England,Wiltshire,5
All Saints,South West England,Devon,5
All Saints South Elmham,Eastern England,Suffolk,5
All Stretton,West Midlands,Shropshire,5
Allaleigh,South West England,Devon,6
Allandale,Scotland,Falkirk,5
Allanfearn,Scotland,Highland,5
Allanton,Scotland,North Lanarkshire,5
Allasdale,Scotland,Western Isles,5
Allastone,South West England,Gloucestershire,5
Allendale,North East England,Northumberland,5
Allendale Cottages,North East England,Tyne & Wear,5
Allenheads,North East England,Northumberland,5
Allens Green,Eastern England,Hertfordshire,5
Allensford,North East England,Durham,5
Allensmore,West Midlands,Herefordshire,5
Allenton,East Midlands,Derbyshire,5
Allenwood,North West England,Cumbria,6
Aller,South West England,Somerset,5
Allerby,North West England,Cumbria,6
Allerford,South West England,Somerset,5
Allerston,North East England,North Yorkshire,5
Allerthorpe,North East England,North Yorkshire,5
Allerton,North West England,Merseyside,5
Allerton Bywater,Yorkshire And The Humber,West Yorkshire,5
Allerton Park,North East England,North Yorkshire,5
Allerwash,North East England,Northumberland,5
Allesley,West Midlands,Coventry,4
Allestree,East Midlands,Derbyshire,5
Allet,South West England,Cornwall,5
Allexton,East Midlands,Rutland,5
Allhallows,South East England,Kent,5
Alligin,Scotland,Highland,5
Allington,South East England,Kent,5
Allithwaite,North West England,Cumbria,5
Alloa,Scotland,Clackmannanshire,4
Allonby,North West England,Cumbria,5
Allostock,North West England,Cheshire,5
Alloway,Scotland,South Ayrshire,5
Allowenshay,South West England,Somerset,5
Allscott,West Midlands,Shropshire,5
Alltami,Wales,Flintshire,5
Alltwalis,Wales,Carmarthenshire,5
Alltwen,Wales,Swansea,5
Alltyblacca,Wales,Carmarthenshire,5
Almeley,West Midlands,Herefordshire,5
Almer,South West England,Dorset,5
Almholme,Yorkshire And The Humber,South Yorkshire,6
Almington,West Midlands,Shropshire,5
Almodington,South East England,West Sussex,5
Almondbank,Scotland,Perth & Kinross,5
Almondbury,Yorkshire And The Humber,West Yorkshire,5
Almondsbury,South West England,Bristol,4
Alne,North East England,North Yorkshire,5
Alness,Scotland,Highland,4
Alnham,North East England,Northumberland,5
Alnmouth,North East England,Northumberland,5
Alnwick,North East England,Northumberland,4
Alperton,London,North West London,4
Alphamstone,Eastern England,Suffolk,5
Alpheton,Eastern England,Suffolk,5
Alphington,South West England,Devon,5
Alpington,Eastern England,Norfolk,5
Alport,East Midlands,Derbyshire,5
Alpraham,North West England,Cheshire,5
Alresford,Eastern England,Essex,5
Alrewas,West Midlands,Staffordshire,5
Alsager,West Midlands,Staffordshire,5
Alsagers Bank,West Midlands,Staffordshire,5
Alsop-En-Le-Dale,East Midlands,Derbyshire,5
Alston,South West England,Cornwall,5
Alston Cross,South West England,Devon,6
Alston Sutton,South West England,Somerset,6
Alstone,South West England,Gloucestershire,5
Alstone Fields,South West England,Gloucestershire,5
Alstonefield,East Midlands,Derbyshire,5
Alswear,South West England,Devon,5
Altamount,Scotland,Perth & Kinross,5
Altandhu,Scotland,Highland,6
Altarnun,South West England,Cornwall,5
Altawark,Northern Ireland,Fermanagh,6
Altens,Scotland,Aberdeenshire,5
Altham,North West England,Lancashire,5
Altham West,North West England,Lancashire,5
Althorne,Eastern England,Essex,5
Althorp,East Midlands,Northamptonshire,5
Althorpe,Yorkshire And The Humber,North Lincolnshire,5
Altnabreac,Scotland,Highland,5
Altnagelvin,Northern Ireland,Derry,5
Altnaharra,Scotland,Highland,5
Altnamachin,Northern Ireland,Newry & Mourne,5
Altnaponer,Northern Ireland,Fermanagh,6
Altofts,Yorkshire And The Humber,West Yorkshire,5
Alton,East Midlands,Derbyshire,5
Alton Barnes,South West England,Wiltshire,5
Alton Pancras,South West England,Dorset,5
Alton Priors,South West England,Wiltshire,5
Altrincham,North West England,Greater Manchester,4
Altvaid,Scotland,Highland,6
Alum Bay,South East England,Isle Of Wight,5
Alum Rock,West Midlands,Birmingham,4
Alva,Scotland,Clackmannanshire,4
Alvah,Scotland,Aberdeenshire,5
Alvanley,North West England,Cheshire,5
Alvaston,North West England,Cheshire,5
Alvechurch,West Midlands,Birmingham,4
Alvecote,West Midlands,Staffordshire,5
Alvediston,South West England,Wiltshire,5
Alveley,West Midlands,Shropshire,5
Alverdiscott,South West England,Devon,5
Alverley,Yorkshire And The Humber,South Yorkshire,5
Alverstoke,South East England,Hampshire,5
Alverstone,South East England,Isle Of Wight,5
Alverstone Garden Village,South East England,Isle Of Wight,5
Alverthorpe,Yorkshire And The Humber,West Yorkshire,5
Alverton,South West England,Cornwall,5
Alves,Scotland,Moray,5
Alvescot,South East England,Oxfordshire,5
Alveston,South West England,Bristol,4
Alvingham,East Midlands,Lincolnshire,5
Alvington,South West England,Gloucestershire,5
Alwalton,Eastern England,Peterborough,4
Alweston,South West England,Dorset,5
Alwinton,North East England,Northumberland,5
Alwoodley,Yorkshire And The Humber,West Yorkshire,5
Alyth,Scotland,Perth & Kinross,5
Amalveor,South West England,Cornwall,5
Ambaston,East Midlands,Derbyshire,5
Amber Hill,East Midlands,Lincolnshire,5
Ambergate,East Midlands,Derbyshire,5
Amberley,South West England,Gloucestershire,5
Ambersham,South East England,West Sussex,5
Amberstone,South East England,East Sussex,5
Amble,North East England,Northumberland,5
Amblecote,West Midlands,Stourbridge,4
Ambleside,North West England,Cumbria,4
Ambleston,Wales,Pembrokeshire,5
Ambrosden,South East England,Oxfordshire,5
Amcotts,Yorkshire And The Humber,North Lincolnshire,5
Amersham,South East England,Buckinghamshire,4
Amerton,West Midlands,Staffordshire,5
Amesbury,South West England,Wiltshire,5
Amhuinnsuidh,Scotland,Western Isles,5
Amington,West Midlands,Staffordshire,5
Amisfield,Scotland,Dumfries & Galloway,5
Amlwch,Wales,Isle Of Anglesey,4
Amlwch Port,Wales,Isle Of Anglesey,5
Ammanford,Wales,Carmarthenshire,4
Amotherby,North East England,North Yorkshire,5
Ampfield,South East England,Hampshire,5
Ampleforth,North East England,North Yorkshire,5
Ampleforth College,North East England,North Yorkshire,5
Ampney Crucis,South West England,Gloucestershire,5
Ampney Knowle,South West England,Gloucestershire,5
Ampney St. Mary,South West England,Gloucestershire,5
Ampney St. Peter,South West England,Gloucestershire,5
Amport,South East England,Hampshire,5
Ampthill,Eastern England,Bedfordshire,5
Ampton,Eastern England,Suffolk,5
Amroth,Wales,Pembrokeshire,5
Amulree,Scotland,Perth & Kinross,5
Amwell Hill,Eastern England,Hertfordshire,6
Ancaster,East Midlands,Lincolnshire,5
Anchor,West Midlands,Shropshire,6
Ancroft,North East England,Northumberland,5
Ancrum,Scotland,Scottish Borders,5
Anderby,East Midlands,Lincolnshire,5
Anderby Creek,East Midlands,Lincolnshire,5
Anderson,South West England,Dorset,5
Andersonstown,Northern Ireland,Belfast,4
Anderton,North West England,Cheshire,5
Andover,South East England,Hampshire,4
Andover Down,South East England,Hampshire,5
Andoversford,South West England,Gloucestershire,5
Andreas,Isle Of Man,Andreas,3
Andreas Village,Isle Of Man,Andreas Village,3
Andwell,South East England,Hampshire,5
Anelog,Wales,Gwynedd,6
Anerley,London,South East London,4
Anfield,North West England,Merseyside,5
Angarrack,South West England,Cornwall,5
Angel,London,North London,4
Angersleigh,South West England,Somerset,5
Angle,Wales,Pembrokeshire,5
Anglesey,Wales,Anglesey,3
Anglezarke,North West England,Lancashire,5
Angmering,South East England,West Sussex,5
Angram,North East England,North Yorkshire,5
Angus,Scotland,Angus,3
Anick,North East England,Northumberland,5
Anlaby,Yorkshire And The Humber,East Riding Of Yorkshire,5
Anlaby Common,Yorkshire And The Humber,East Riding Of Yorkshire,5
Anlaby Park,Yorkshire And The Humber,East Riding Of Yorkshire,5
Anmer,Eastern England,Norfolk,5
Anna Valley,South East England,Hampshire,5
Annaclone,Northern Ireland,County Down,5
Annaghalough,Northern Ireland,Fermanagh,6
Annaghard,Northern Ireland,Fermanagh,6
Annaghilly North,Northern Ireland,Fermanagh,6
Annaghilly South,Northern Ireland,Fermanagh,6
Annaghkeel,Northern Ireland,Fermanagh,6
Annaghlee,Northern Ireland,Fermanagh,6
Annaghmartin,Northern Ireland,Fermanagh,6
Annaghmore Glebe,Northern Ireland,Fermanagh,6
Annaghmullin,Northern Ireland,Fermanagh,6
Annagolgan,Northern Ireland,Fermanagh,6
Annahervy,Northern Ireland,Fermanagh,6
Annahone,Northern Ireland,Fermanagh,6
Annalong,Northern Ireland,Newry & Mourne,5
Annan,Scotland,Dumfries & Galloway,4
Annan Water,Scotland,Dumfries & Galloway,5
Annandale,Scotland,East Ayrshire,5
Annashanco,Northern Ireland,Fermanagh,6
Annat,Scotland,Highland,5
Annathill,Scotland,North Lanarkshire,5
Annbank,Scotland,South Ayrshire,5
Annesley,East Midlands,Nottinghamshire,5
Annesley Woodhouse,East Midlands,Nottinghamshire,6
Annfield Muir,Scotland,Fife,5
Annfield Plain,North East England,Durham,5
Annishader,Scotland,Highland,6
Annitsford,North East England,Northumberland,5
Annscroft,West Midlands,Shropshire,5
Annswell,East Midlands,Leicestershire,5
Annynanum,Northern Ireland,Fermanagh,6
Ansdell,North West England,Lancashire,5
Ansford,South West England,Somerset,5
Ansley,West Midlands,Warwickshire,5
Ansley Common,West Midlands,Warwickshire,5
Anslow,West Midlands,Staffordshire,5
Anstey,Eastern England,Hertfordshire,5
Anston,Yorkshire And The Humber,South Yorkshire,5
Anstruther,Scotland,Fife,4
Ansty,South West England,Dorset,5
Anthorn,North West England,Cumbria,5
Antingham,Eastern England,Norfolk,5
Antons Gowt,East Midlands,Lincolnshire,5
Antony,South West England,Cornwall,5
Antony Estate,South West England,Cornwall,5
Antony Passage,South West England,Cornwall,5
Antrim,Northern Ireland,County Antrim,4
Antrobus,North West England,Cheshire,5
Anvil Green,South East England,Kent,5
Anwick,East Midlands,Lincolnshire,5
Anwick Fen,East Midlands,Lincolnshire,5
Apethorpe,Eastern England,Peterborough,4
Apley,East Midlands,Lincolnshire,5
Apley Park,West Midlands,Shropshire,5
Apperknowle,East Midlands,Derbyshire,5
Apperley,South West England,Gloucestershire,5
Apperley Bridge,Yorkshire And The Humber,West Yorkshire,5
Appersett,North East England,North Yorkshire,5
Appin,Scotland,Argyll & Bute,4
Appleby,Yorkshire And The Humber,North Lincolnshire,5
Appleby Magna,East Midlands,Derbyshire,5
Appleby-In-Westmorland,North West England,Cumbria,4
Applecross,Scotland,Highland,5
Appledore,South West England,Devon,5
Appleford,South East England,Oxfordshire,5
Appleshaw,South East England,Hampshire,5
